State,County,Year,Median_AQI
Alabama,Baldwin,2023,43
Alabama,Clay,2023,41
Alabama,DeKalb,2023,48
Alabama,Elmore,2023,38
Alabama,Etowah,2023,51
Alabama,Jefferson,2023,61
Alabama,Lawrence,2023,34
Alabama,Madison,2023,49
Alabama,Mobile,2023,46
Alabama,Montgomery,2023,52
Alabama,Morgan,2023,43
Alabama,Russell,2023,43
Alabama,Shelby,2023,40
Alabama,Sumter,2023,35
Alabama,Tuscaloosa,2023,42
Alaska,Aleutians East ,2023,11
Alaska,Anchorage ,2023,21
Alaska,Denali ,2023,33
Alaska,Fairbanks North Star ,2023,41
Alaska,Juneau ,2023,24
Alaska,Kenai Peninsula ,2023,10
Alaska,Matanuska-Susitna ,2023,14
Alaska,North Slope ,2023,4
Arizona,Apache,2023,13
Arizona,Cochise,2023,44
Arizona,Coconino,2023,46
Arizona,Gila,2023,46
Arizona,La Paz,2023,45
Arizona,Maricopa,2023,72
Arizona,Mohave,2023,15
Arizona,Navajo,2023,43
Arizona,Pima,2023,54
Arizona,Pinal,2023,64
Arizona,Santa Cruz,2023,37
Arizona,Yavapai,2023,43
Arizona,Yuma,2023,48
Arkansas,Arkansas,2023,44
Arkansas,Ashley,2023,43
Arkansas,Clark,2023,35
Arkansas,Crittenden,2023,41
Arkansas,Garland,2023,47
Arkansas,Jackson,2023,44
Arkansas,Newton,2023,39
Arkansas,Polk,2023,40
Arkansas,Pulaski,2023,55
Arkansas,Union,2023,51
Arkansas,Washington,2023,44
California,Alameda,2023,48
California,Amador,2023,36
California,Butte,2023,50
California,Calaveras,2023,40
California,Colusa,2023,55
California,Contra Costa,2023,51
California,Del Norte,2023,32
California,El Dorado,2023,44
California,Fresno,2023,64
California,Glenn,2023,41
California,Humboldt,2023,32
California,Imperial,2023,61
California,Inyo,2023,61
California,Kern,2023,69
California,Kings,2023,58
California,Lake,2023,32
California,Los Angeles,2023,67
California,Madera,2023,52
California,Marin,2023,34
California,Mariposa,2023,47
California,Mendocino,2023,53
California,Merced,2023,51
California,Mono,2023,24
California,Monterey,2023,42
California,Nevada,2023,42
California,Orange,2023,52
California,Placer,2023,52
California,Plumas,2023,50
California,Riverside,2023,79
California,Sacramento,2023,51
California,San Benito,2023,40
California,San Bernardino,2023,71
California,San Diego,2023,67
California,San Francisco,2023,30
California,San Joaquin,2023,47
California,San Luis Obispo,2023,47
California,San Mateo,2023,41
California,Santa Barbara,2023,45
California,Santa Clara,2023,43
California,Santa Cruz,2023,36
California,Shasta,2023,45
California,Siskiyou,2023,43
California,Solano,2023,40
California,Sonoma,2023,33
California,Stanislaus,2023,54
California,Sutter,2023,49
California,Tehama,2023,44
California,Trinity,2023,31
California,Tulare,2023,69
California,Tuolumne,2023,43
California,Ventura,2023,46
California,Yolo,2023,43
Colorado,Adams,2023,51
Colorado,Alamosa,2023,22
Colorado,Arapahoe,2023,47
Colorado,Archuleta,2023,35
Colorado,Boulder,2023,50
Colorado,Chaffee,2023,58
Colorado,Clear Creek,2023,49
Colorado,Denver,2023,54
Colorado,Douglas,2023,49
Colorado,El Paso,2023,47
Colorado,Fremont,2023,12
Colorado,Garfield,2023,54
Colorado,Gilpin,2023,47
Colorado,Grand,2023,46
Colorado,Gunnison,2023,46
Colorado,Jackson,2023,45
Colorado,Jefferson,2023,49
Colorado,La Plata,2023,46
Colorado,Larimer,2023,51
Colorado,Mesa,2023,46
Colorado,Montezuma,2023,44
Colorado,Park,2023,50
Colorado,Pitkin,2023,13
Colorado,Prowers,2023,19
Colorado,Pueblo,2023,43
Colorado,Rio Blanco,2023,47
Colorado,Routt,2023,13
Colorado,San Juan,2023,9
Colorado,San Miguel,2023,47
Colorado,Weld,2023,55
Connecticut,Fairfield,2023,46
Connecticut,Hartford,2023,43
Connecticut,Litchfield,2023,38
Connecticut,Middlesex,2023,43
Connecticut,New Haven,2023,47
Connecticut,New London,2023,41
Connecticut,Tolland,2023,41
Connecticut,Windham,2023,34
Country Of Mexico,SONORA,2023,53
Delaware,Kent,2023,46
Delaware,New Castle,2023,51
Delaware,Sussex,2023,47
District Of Columbia,District of Columbia,2023,50
Florida,Alachua,2023,40
Florida,Baker,2023,43
Florida,Bay,2023,51
Florida,Brevard,2023,43
Florida,Broward,2023,52
Florida,Citrus,2023,45
Florida,Collier,2023,43
Florida,Columbia,2023,47
Florida,Duval,2023,52
Florida,Escambia,2023,51
Florida,Flagler,2023,35
Florida,Hamilton,2023,46
Florida,Highlands,2023,35
Florida,Hillsborough,2023,51
Florida,Holmes,2023,49
